Label,LeftEyebrow,RightEyebrow,LeftLip,RightLip,LipHeight,LipWidth,LeftEyeHeight,LeftEyeWidth,RightEyeHeight,RightEyeWidth,LipsToNose,NoseHeight,NoseWidth,LeftEyeToLeftLip,RightEyeToRightLip
Sadness,5.479561,5.046676,4.852717,4.868582,0.8278848,3.398942,1.070882,2.18418,1.092975,1.162476,1.823689,11.15542,6.065636,3.6577,2.949593
Sadness,6.321027,5.667358,5.323467,4.921938,1.28514,3.853071,1.277753,2.747912,1.191315,1.318507,2.283127,10.35755,6.633191,3.4039,3.625283
Sadness,6.447712,5.695809,4.623872,4.788163,1,3.065487,1.2216,2.441311,1.150447,1.270711,2,10.49698,6.231696,3.901003,3.854162
Sadness,5.543702,5.503771,5.25672,5.330137,1.105263,3.736842,1.260428,2.408319,1.260428,1.347254,2.105263,9.827131,6.807271,3.662815,3.408162
Sadness,5.712431,5.267368,5.399461,5.123097,1.173609,3.172107,1.251608,2.554975,1.191315,1.27249,2.171861,10.66795,6.317424,3.875868,3.438012
Sadness,5.323093,5.414652,5.461749,5.413894,0.9044087,3.252085,1.16619,2.532982,1.204159,1.227881,1.903534,9.267893,6.612761,3.246612,3.444103
Sadness,6.251496,6.149142,4.740259,4.214734,0.964332,2.688499,1.313549,2.755769,1.248447,1.33132,1.963034,13.41456,6.274089,3.48905,3.485691
Sadness,5.802748,5.756605,5.545385,6.104326,1.461684,4.558306,1.258448,2.689193,1.162755,1.214907,2.459918,11.65067,6.912843,3.489671,3.251966
Sadness,4.867125,4.999975,5.326905,5.047861,0.75,4.101219,1.001638,2.464835,1.033727,1.154179,1.75,9.454313,6.610467,3.16644,3.392351
Sadness,5.652402,5.80396,3.829793,4.13682,0.2866716,2.053792,1.274755,2.505399,1.192637,1.317749,1.28647,13.64331,6.094993,4.294948,3.912674
Sadness,5.699111,5.548885,5.392591,5.515028,1.472741,4.055647,1.252025,3.206834,1.264911,1.339068,2.472609,12.36737,7.030688,3.205179,3
Sadness,5.965317,5.261916,5.654992,5.688293,1.702939,4.200298,1.240347,2.542712,1.179454,1.333333,2.701851,10.56005,6.84344,3.137424,3.310948
Sadness,4.872881,4.626092,5.306772,5.095281,1.173609,2.997483,1.019804,2.879043,1.085255,0.9843215,2.171861,10.46815,6.717977,3.430355,3.520158
Sadness,5.212918,5.343279,6.27867,5.634876,1.325178,4.47384,1.142366,3.189044,1.013187,1.136677,2.32169,11.4054,7.31102,2.789446,3.394681
Sadness,5.685518,5.366068,4.668529,5.205559,1.076856,2.889507,1.235729,2.621378,1.178511,1.339447,2.068737,10.09349,6.154788,3.512921,3.432752
Sadness,5.551573,5.4287,4.569741,4.809074,0.9566056,2.955009,1.068139,2.243932,1.067112,1.14296,1.956605,9.077129,6.155477,4.490304,3.609222
Sadness,5.218142,5.377648,4.953443,4.887223,1.124795,3.539576,1.14296,2.311694,1.177936,1.215304,2.123158,10.97399,6.957669,3.950382,3.635407
Sadness,5.472967,5.445856,5.805965,5.858493,1.110786,4.83099,1.11276,2.342071,1.199041,1.255022,2.110778,12.7265,7.242498,3.688884,3.187717
Sadness,5.600871,5.674818,5.225595,4.716201,0.7205341,3.401043,1.19064,2.723532,1.051151,1.099926,1.718626,9.42295,6.13871,3.263674,3.546829
Sadness,6.288392,6.189905,5.085059,5.15112,1.04869,3.746653,1.273665,2.603416,1.273665,1.323296,2.048051,11.62878,6.217266,3.44065,3.446919
Sadness,5.973166,5.485167,5.228659,5.110613,1.104986,3.84255,1.179454,2.53421,1.420061,1.402445,2.10498,13.27969,6.663855,3.524557,3.632513
Sadness,4.466005,5.50804,3.95198,3.533255,0.6222714,2.116638,1.124388,2.664291,1.264911,1.309012,1.620596,12.12803,6.01833,3.528211,4.351159
Sadness,5.21279,5.097916,4.876763,5.331569,1.073042,3.177454,1.235729,2.383077,1.153001,1.189414,2.066711,11.18518,6.479791,4.324114,3.814452
Sadness,5.649479,5.570929,5.875738,6.212769,1.278691,4.499026,1.201684,2.586413,1.210585,1.256706,2.277637,12.30794,6.784697,4.134202,3.711238
Sadness,5.493453,5.678854,4.938142,4.840061,0.9989685,3.365072,1.232824,2.524251,1.192601,1.198253,1.998453,13.06558,6.959955,3.605551,3.377728
Sadness,5.599063,5.145056,4.884315,5.117867,1.33132,3.450387,1.218831,2.366066,1.244797,1.368285,2.331198,9.947954,6.171111,3.58592,3.3038
Sadness,5.581006,5.949633,4.388615,4.237127,0.2912044,3.242221,1.192637,2.46638,1.154179,1.192637,1.282498,14.06445,6.661853,3.661083,3.636611
Sadness,5.78683,5.474734,6.169889,6.128657,1.309944,4.803128,1.199041,2.323653,1.159762,1.239654,2.308839,12.69978,7.597902,4.1823,3.655703
Sadness,5.994577,5.66776,3.900168,3.756676,0.5,1.918577,1.297701,2.363642,1.239654,1.319551,1.498157,11.48656,5.951503,4.511987,4.350018
Sadness,5.452171,5.852102,4.844054,4.957054,1.862069,2.142376,1.303841,2.656313,1.210241,1.38231,2.862069,10.01757,5.901145,4.160398,4.777522
Sadness,5.173127,5.270165,5.184353,5.201023,1.104536,3.751333,1.179056,2.258574,1.240347,1.274465,2.10238,10.42862,6.852102,3.498083,4.032509
Sadness,5.502341,5.041274,4.820041,4.833762,1.003168,2.541533,1.109021,2.423275,1.214907,1.247397,2.002853,10.4801,5.927209,4.442401,3.85626
Sadness,5.900165,5.617103,7.105279,6.383778,1.461684,5.549959,1.07175,2.516164,0.9835244,1.054093,2.454362,12.44472,7.576584,3.509272,3.996603
Sadness,4.907257,4.764736,4.461921,4.564355,1.034865,2.691641,1.148462,2.443323,1.128733,1.192928,2.034334,9.885803,5.922447,4.256495,3.785877
Sadness,4.9159,4.867729,6.315363,6.463718,1.609587,4.938078,0.9510859,2.577432,1.040667,1.07209,2.607091,9.944551,7.389243,3.142298,2.933082
Sadness,5.613964,5.325825,6.767507,7.327069,1.765686,5.530663,1.081267,2.399307,1.122999,1.158122,2.765332,9.803792,7.592676,3.804387,3.155367
Sadness,6.38793,6.131219,4.975278,5.260806,1.132704,2.961705,1.288931,2.390743,1.317758,1.397391,2.128867,11.24226,6.54133,4.097404,3.441815
Sadness,6.282783,5.569166,3.936156,4.069574,0.7202597,2.050138,1.118034,2.605468,1.164851,1.219422,1.719841,11.517,5.83384,4.642925,4.151511
Sadness,5.665389,4.84829,3.893063,3.912889,0.3338185,1.838331,1.240072,2.6675,1.165599,1.210585,1.329261,10.40419,5.733313,4.610695,4.129547
Sadness,5.572689,5.315931,4.108014,4.393021,0.5166601,2.430609,1.238418,2.664291,1.319536,1.365542,1.516396,8.876355,6.024675,4.156167,3.445676
Sadness,5.360827,5.461622,6.473709,6.311273,1.337016,5.12585,1.165246,2.642282,1.180776,1.25,2.336702,10.8576,7.941492,2.859069,2.975575
Sadness,5.180739,5.331008,4.636273,4.578863,0.8134276,2.076635,1.221945,2.357733,1.273362,1.390595,1.813245,9.05558,6.056069,3.629915,4.550341
Sadness,5.076488,4.769107,4.78968,4.667795,1.327898,3.415939,1.151086,2.573908,1.084652,1.173231,2.319202,12.99226,6.401814,3.301905,2.962221
Sadness,4.976858,4.940127,4.78968,4.645706,1.469613,3.315733,1.059998,2.543995,1.153001,1.264911,2.466341,12.02731,6.46981,3.251068,3.213569
Sadness,5.004038,4.959285,5.217143,5.099419,1.083333,3.750926,1.059998,2.652114,1.059998,1.146563,2.083333,11.94153,6.745898,3.2,3.521781
Sadness,5.138936,5.039292,4.992535,4.881697,1.153846,3.385489,1.146563,2.658461,1,1.140175,2.153846,11.17908,6.513282,3.171331,3.476075
Sadness,5.858212,5.897822,4.765924,4.738107,1.357143,3.285714,1.118034,2.79732,1,0.9712859,2.357143,10.101,6.589088,3.585625,3.525114
Sadness,4.849475,4.745391,4.486228,4.212218,0.9377512,3.244271,1.054751,2.683282,1.204159,1.118034,1.937747,10.71657,6.340417,3.181879,3.196501
Fear,4.793119,5.083169,4.415199,4.264189,0.9216,2.823599,1.2216,2.236068,1.291218,1.290547,1.921199,10.47435,6.096844,4.40666,3.789514
Fear,4.835013,5.175615,4.301413,4.128459,0.8846608,2.788543,1.194255,2.263422,1.25295,1.295411,1.884267,11.10535,6.077644,4.608524,3.882533
Fear,6.086414,6.260602,4.66333,4.591887,1.07175,3.466987,1.210393,2.236068,1.24842,1.26564,2.071297,12.24586,7.04838,3.671299,3.701084
Fear,6.334349,6.102486,4.696259,4.617632,1.046291,3.441343,1.191087,2.243551,1.184766,1.222293,2.046289,11.96763,7.051088,3.736652,3.639204
Fear,5.864828,5.65999,4.540071,4.777138,1.309163,2.869382,1.182498,2.2386,1.110711,1.175087,2.309163,9.616603,6.311269,3.63447,3.545017
Fear,5.771954,6.186224,4.102962,3.899391,1.034305,2.271113,1.227144,2.283573,1.21422,1.272461,2.034242,11.81575,6.122531,4.17875,5.10867
Fear,6.644383,6.279483,4.501334,4.55666,1.054995,3,1.256179,2.158667,1.245047,1.320762,2.05423,11.59252,5.969717,4.103842,3.667141
Fear,6.711137,6.533689,4.455993,4.436324,1,2.892489,1.246973,2.243605,1.234586,1.286876,2,11.59887,5.866282,4.191859,3.760676
Fear,5.718092,5.839149,4.324455,4.482285,1.226123,3.018193,1.196562,2.289757,1.206001,1.240347,2.22611,13.3481,6.884644,4.124912,4.126297
Fear,6.190042,6.002283,4.401942,4.429202,0.982884,2.798023,1.278109,2.199003,1.329343,1.414214,1.982526,10.29211,6.210261,4.045879,3.985479
Fear,6.337673,6.115808,4.424086,4.490483,0.9274386,2.831257,1.227144,2.224199,1.262486,1.354148,1.926496,10.46389,6.111596,3.975745,4.00247
Fear,5.494768,5.551569,4.114277,4.033921,0.9462777,2.571081,1.210664,2.131642,1.274465,1.307692,1.9462,9.685867,5.821363,3.455153,3.572019
Fear,4.90329,5.033623,4.708396,4.572805,1.065615,3.263747,1.241585,2.297728,1.297239,1.396111,2.065106,11.75262,6.500669,3.733801,3.522368
Fear,5.272173,5.541447,4.125286,4.03829,0.7095851,2.596487,1.159423,2.179036,1.19562,1.213314,1.709531,10.74638,6.107567,3.585745,3.703048
Fear,5.07685,5.461825,4.115617,4.070483,0.7103178,2.548515,1.104904,2.118327,1.206206,1.280968,1.71014,10.48117,6.081647,3.58248,3.662026
Fear,5.832059,5.56778,4.740419,4.823033,0.977851,3.465428,1.267075,2.135961,1.232658,1.270838,1.977291,13.60977,6.544828,3.978586,3.692417
Fear,5.770064,5.692323,4.613942,5.080413,1.425431,3.349793,1.159897,2.290725,1.219717,1.264056,2.424371,12.02947,6.388823,3.901209,3.446565
Fear,5.462836,5.227144,4.371008,4.457018,1.037723,2.773155,1.260767,2.236068,1.236694,1.252057,2.037373,11.11351,6.239655,3.925624,3.936252
Fear,6.169722,5.856769,4.350163,4.401162,0.9444444,2.777839,1.20098,2.211866,1.24273,1.290154,1.944444,11.7199,6.142907,3.910975,3.896635
Fear,5.791487,5.445464,4.068118,4.372885,0.6928802,2.831506,1.116055,2.287963,1.17266,1.240347,1.692674,13.12442,6.483118,4.007975,3.400891
Fear,5.572457,5.366551,4.104845,4.443672,0.6585773,2.88774,1.216853,2.294937,1.224527,1.294434,1.65838,12.47089,6.611038,3.97173,3.379189
Fear,6.016699,5.449283,6.104217,6.214762,2.153291,4.71814,1.209995,2.263355,1.223872,1.293279,3.153227,12.63082,7.606184,3.964302,3.612439
Fear,5.558529,5.307026,4.064872,4.024229,0.737051,2.211153,1.20797,2.079506,1.275278,1.301792,1.736931,10.3225,5.842521,3.601123,3.526119
Fear,5.261682,5.448868,4.248202,4.22116,0.8333333,2.296296,1.239654,2.1778,1.239431,1.268293,1.833333,10.13016,5.883564,3.40297,3.779393
Fear,5.579663,5.474466,5.161124,4.772152,1.768766,3.265461,1.262271,2.212616,1.195781,1.264067,2.767791,9.388336,6.397552,3.540349,4.392112
Fear,5.352392,5.115076,4.756564,5.08375,0.9336388,3.459628,1.227,2.219128,1.172115,1.223872,1.933633,9.717849,6.694986,3.607858,3.351197
Fear,5.348765,5.116931,4.773343,5.126046,0.9760631,3.492555,1.178218,2.202383,1.139987,1.226873,1.975948,9.701756,6.54361,3.606947,3.351559
Fear,5.579404,5.932377,4.256375,4.254879,1.113009,2.697699,1.289337,2.35979,1.268107,1.378154,2.112916,10.34666,6.145594,3.826829,4.008551
Fear,5.46833,5.745172,4.317813,4.261481,1.037907,2.717571,1.244931,2.330323,1.302804,1.395746,2.037823,9.988156,6.000207,3.74946,3.827949
Fear,5.567429,5.461879,4.300065,4.448593,0.8452795,2.791287,1.197627,2.123724,1.189529,1.226373,1.845259,8.639452,5.707569,3.302108,3.252422
Fear,5.579175,5.644021,4.125747,4.251081,0.7397195,2.637988,1.217592,2.132401,1.195705,1.244016,1.739388,8.775166,5.707384,3.203194,3.29266
Fear,5.197122,5.154925,4.223775,4.435342,0.7471229,2.808949,1.202003,2.109526,1.205628,1.192799,1.74701,8.900225,5.776403,3.188188,3.297585
Fear,4.864073,4.861379,4.14642,4.210145,0.6964521,2.582778,1.204159,2.147474,1.176468,1.214037,1.695247,9.048715,5.608713,3.199824,3.335552
Fear,4.896493,4.910298,4.097548,4.297458,0.6622834,2.59554,1.210796,2.229949,1.214355,1.241133,1.662162,9.06752,5.581087,3.173076,3.349981
Fear,4.935698,5.029758,5.737391,5.584943,2.168269,3.917553,1.125,2.304886,1.26561,1.33038,3.167763,11.86261,6.828569,3.700601,3.884882
Fear,4.741359,4.837199,6.083001,5.203604,2.160779,3.986183,1.306094,2.713799,1.216385,1.359021,3.160096,11.91988,6.925211,3.360864,4.028561
Fear,4.636911,4.841374,4.66904,4.185203,1.321637,3.042637,1.345362,2.507987,1.26561,1.33038,2.316638,12.34337,6.422921,3.306929,4.24178
Fear,4.972425,4.84078,5.041813,5.253012,1.414214,3.737969,1.315192,2.799614,1.306094,1.323987,2.414039,13.2239,6.809021,3.193834,3.426512
Fear,4.847764,4.735578,5.794998,6.801866,2.717581,4.444558,1.227144,2.504114,1.197342,1.132778,3.716379,12.15717,6.98687,3.276601,3.102234
Fear,4.828796,4.631611,5.668055,6.810428,2.631773,4.444558,1.142857,2.343031,1.142857,1.293626,3.631601,11.01867,7.022854,3.519735,3.000715
Fear,5.008121,4.744718,5.480196,5.730447,1.736816,4.637255,1.197342,2.171823,1.20471,1.20471,2.733327,11.77666,7.025827,3.638955,3.125194
Fear,4.788516,4.761138,5.430738,6.743843,1.886796,5.190761,1,2.165702,1.142857,1.17803,2.884441,11.48476,7.100091,3.498943,2.881415
Fear,4.850232,4.650029,5.009662,5.027635,1.934482,2.934091,1.189144,2.128673,1.337016,1.463418,2.934091,9.731762,6.27553,3.89585,4.161988
Fear,5.355714,5.074241,5.468168,5.340761,1.238095,4.096345,1.273665,2.333333,1.229273,1.225652,2.238095,7.838197,5.887597,3.183129,3.085565
Fear,6.125185,5.575565,5.978182,6.167127,1.792151,4.875712,1.184373,2.253156,1.192928,1.283717,2.791978,10.19154,6.546674,3.564539,3.372454
Fear,5.983,5.996095,5.935606,5.926007,1.769258,4.585778,1.278521,2.230806,1.279519,1.337016,2.768433,10.53967,6.952529,3.286922,2.955873
Fear,5.564556,5.468164,4.714438,4.896991,1.11456,3.229297,1.274465,2.186565,1.274465,1.307692,2.114171,8.507212,5.865349,3.917737,3.661083
Fear,5.896388,5.450943,4.632957,5.181233,1.25642,3.873683,1.23479,2.134865,1.183432,1.287697,2.256277,8.455048,6.091198,3.4534,2.931336
Fear,6.233879,5.83567,5.556946,5.735785,1.861714,4.26832,1.370464,2.230954,1.373956,1.428571,2.861043,9.85251,6.629251,4.190033,3.525754
Fear,5.699029,5.515452,6.131001,5.310593,1.849385,4.363536,1.240347,2.667468,1.255388,1.392839,2.844668,9.591106,6.753508,3.166375,3.460389
Fear,5.170988,4.669759,5.477277,6.128582,1.138818,4.905919,1.159762,2.26164,1.156407,1.230769,2.138503,10.85588,6.862195,3.485127,2.910428
Fear,5.265031,5.395822,5.577797,6.106943,1.439404,4.403019,1.140429,2.424585,1.167645,1.202341,2.43936,9.430917,6.478049,3.254344,3.253371
Fear,4.431725,5.23381,7.091046,6.150141,1.753592,6.078272,1.214907,2.530612,0.9876156,1.019804,2.751357,13.30734,7.778624,2.848613,3.425021
Fear,5.723165,5.598542,5.408457,5.50421,1.86982,3.824696,1.215304,2.290549,1.309953,1.35109,2.869817,9.759206,6.491527,3.53591,3.499852
Fear,5.787958,5.695096,6.025453,6.50589,2.436335,4.092734,1.260428,2.519359,1.248447,1.328728,3.435883,9.620371,6.232553,3.661594,3.976353
Fear,4.894979,5.24678,5.339993,5.572792,1.666667,3.750232,1.198253,2.383785,1.073976,1.147958,2.666667,9.506933,6.442039,3.49285,3.900585
Fear,5.762872,5.374216,5.113107,5.999428,1.708801,4.349253,1.141945,2.206662,1.259482,1.300137,2.707028,11.17762,7.032375,3.770102,3.019192
Fear,5.690499,5.203347,4.81144,4.984511,1.921666,3.001066,1.210241,2.438843,1.25,1.297701,2.921096,11.05924,6.127639,3.776238,3.560159
Fear,5.521585,5.793747,4.673166,4.297726,1.265492,2.722726,1.247332,2.267627,1.2112,1.284424,2.263846,8.66166,6.196484,3.305179,4.219732
Fear,5.604053,5.736414,6.682395,6.632906,2.526316,5,1.183949,2.531878,1.134228,1.134228,3.526316,10.70485,7.951886,3.409422,3.945466
Fear,5.080211,5.06908,7.468283,7.139746,2.529412,6.059109,1.278977,2.318146,1.192928,1.230769,3.529412,9.709242,7.861004,3.356189,3.361658
Fear,4.948391,4.629861,5.824225,4.862759,2.25,3.836955,1.151086,2.79732,1.170141,1.1094,3.25,15.03718,6.750394,3.120332,3.468344
Fear,4.992905,4.896732,5.573244,4.750687,2.166667,3.758324,1.054751,2.683282,1.07175,1.196843,3.166667,14.46874,6.366628,3.12478,3.48298
Fear,5.248511,5.353241,4.550987,4.48751,1.189144,3.188113,1.142857,2.43277,1.132778,1.132778,2.188393,11.29564,6.252161,3.476075,3.239171
Fear,5.064811,4.896044,5.033988,4.825858,1.497883,3.704847,1.197342,2.265556,1.26561,1.33038,2.493647,10.15206,6.751115,3.318718,3.102368
Fear,4.957845,4.755513,4.749897,4.682624,1.196793,3.238011,1.26561,2.259689,1.26561,1.398482,2.180701,10.00875,6.33912,3.605551,2.980262
Anger,5.103235,5.435285,4.254632,4.326254,0.8777883,2.795993,1.197004,2.32292,1.210906,1.256444,1.877662,10.5922,6.017613,4.197234,3.800817
Anger,5.304758,5.459314,4.279014,4.218804,0.8400701,2.759448,1.1738,2.413852,1.192493,1.258965,1.840067,10.86018,6.038544,4.444162,3.849196
Anger,5.369585,5.398324,4.333275,4.303349,0.8368093,2.856548,1.14136,2.251246,1.220146,1.313561,1.836806,10.70397,6.061824,4.318287,3.681164
Anger,5.277621,5.366814,4.399768,4.415388,0.9146866,2.935583,1.192928,2.302861,1.215008,1.284259,1.914579,10.61067,6.108512,4.334599,3.717407
Anger,5.476163,5.48727,4.257716,4.323419,0.8960755,2.812809,1.225762,2.347599,1.171548,1.268916,1.895948,11.17353,6.110912,4.232725,3.658994
Anger,5.559364,5.044686,4.286012,5.131223,0.394248,3.85771,0.8944272,2.469726,0.8673018,0.8929418,1.390794,13.32987,6.961969,3.210768,2.823435
Anger,5.709834,5.32502,4.335372,5.072473,0.4770382,3.751456,0.9614595,2.408558,0.9744535,0.957462,1.47645,12.03058,6.920275,3.383577,2.892096
Anger,5.678926,5.836763,4.499239,4.689368,1.137069,3.213705,1.163324,2.448457,1.131301,1.206745,2.136536,13.40942,7.276744,4.056171,4.215811
Anger,6.493853,6.16443,4.63927,5.016997,0.7839596,3.406377,1.130797,2.451866,1.14571,1.207017,1.778339,10.51187,6.79441,3.898395,3.364317
Anger,5.582923,5.577416,5.035709,4.970509,1.121822,3.688216,1.073075,2.472247,1.104026,1.17636,2.121454,11.37041,6.897796,3.298306,3.278651
Anger,6.060143,5.635376,4.09068,4.332101,0.9535208,2.547331,1.206433,2.184942,1.21445,1.365593,1.952949,10.03036,5.903636,4.359173,4.055191
Anger,6.336462,6.147962,4.489496,4.389348,1.128038,3.081634,1.212678,2.451705,1.191354,1.305925,2.126914,12.75354,6.575354,3.832521,3.952501
Anger,5.971934,6.007024,4.308282,4.188923,0.7459553,2.966537,1.148785,2.324889,1.147598,1.243853,1.745845,10.0665,6.358263,3.703256,3.505879
Anger,5.893604,6.148891,4.020947,4.25956,0.8127936,2.575292,1.014544,2.431219,1.081166,1.148442,1.809227,11.07333,6.159573,3.824674,3.417698
Anger,5.268791,5.452918,3.994796,3.965683,0.6473786,2.43031,1.207845,2.368778,1.3,1.353699,1.646505,11.09668,6.17142,3.737751,3.508249
Anger,6.408353,5.845616,4.33517,4.27501,0.5595526,2.997869,1.09231,2.493493,1.060544,1.182718,1.559266,13.56443,6.793431,3.643142,3.627695
Anger,6.266474,5.799757,5.062036,5.147052,1.199909,3.843496,1.134904,2.383254,1.160607,1.282359,2.199457,13.64292,7.05297,3.809689,3.357746
Anger,5.558988,5.682548,4.272546,4.016038,0.9407434,2.534539,1.160607,2.280351,1.166398,1.269902,1.939939,9.946787,6.070955,3.565636,4.249002
Anger,5.718152,5.762803,4.121755,3.896722,0.980233,2.229867,1.1222,2.44648,1.171847,1.240379,1.980145,10.24396,6.090859,3.658551,4.349118
Anger,5.77543,6.157551,4.051549,3.918112,0.9809577,2.212291,1.1222,2.445476,1.19359,1.313383,1.980863,10.03484,6.119821,3.771446,4.327965
Anger,5.702854,5.855421,4.298106,4.002326,1.079322,2.339496,1.20185,2.338821,1.178259,1.218841,2.079202,9.978989,6.146525,3.656842,4.454757
Anger,6.651384,7.553499,4.604458,4.290091,0.4063968,3.517635,1.058027,2.743783,1.021721,1.140671,1.404099,14.79784,7.044177,3.440315,3.615939
Anger,6.586163,7.19996,4.838098,4.515284,0.5348108,3.740792,1.086154,2.795991,1.035454,1.140288,1.533402,14.5971,7.379386,3.189383,3.754959
Anger,7.171021,6.434237,4.286924,4.751862,0.8619342,3.311195,1.201684,2.434151,1.086364,1.173352,1.86153,12.18156,7.004264,3.741414,3.629798
Anger,6.745836,5.807823,4.136603,4.03261,0.3438477,2.18899,1.259365,2.405203,1.147389,1.280357,1.341006,9.418781,5.832017,4.683426,4.096717
Anger,7.3734,6.407229,3.937727,3.758497,0.1634021,2.089315,1.196843,2.41346,1.11282,1.218229,1.146674,10.54496,5.907374,4.499768,4.380525
Anger,5.846272,5.91754,8.881984,8.757066,3.98046,7.363947,1.082781,2.600796,1.102349,1.122804,4.977424,12.52418,9.287111,3.859623,3.645205
Anger,6.332559,6.163353,4.067274,4.116014,0.8619181,2.71975,1.117714,2.611963,1.107541,1.215646,1.861347,12.79416,6.408756,4.005022,3.921515
Anger,5.201229,5.076402,4.080321,4.202682,0.714675,2.559871,1.003777,2.46949,1.002679,1.062934,1.713898,9.330341,5.728154,3.415764,3.313463
Anger,5.098821,5.018192,3.97749,4.130439,0.6836426,2.497178,1.001669,2.473017,0.9915509,1.088069,1.683634,9.771404,5.719009,3.28221,3.220641
Anger,5.749987,5.641291,5.375867,4.775397,1.406031,4.049691,1.146563,2.552813,1.140175,1.081665,2.393903,11.79535,7.293866,3.295414,3.62957
Anger,5.093994,6.010843,5.668783,4.862754,1.341641,4.025916,1.208583,2.652114,1.063015,1.081665,2.332381,12.71314,7.191864,3.074065,4.19607
Anger,5.210611,5.585721,6.345442,5.630345,2.002498,4.709565,1.128496,2.405478,1.132778,1.148296,3.001666,11.34101,7.485291,3.199309,4.1471
Anger,5.496011,5.354698,4.763737,5.179143,1.457233,3.224903,1.235729,2.713829,1.059998,1.059998,2.455486,11.57459,6.407661,3.142889,3.447079
Anger,5.607239,5.601732,6.95747,7.43296,2.480695,5.705598,1.389033,2.408319,1.132778,1.26561,3.475187,12.60853,8.091892,3.649674,3.558604
Anger,5.491914,5.622757,5.67928,5.432568,2.10238,4.801042,1.227144,2.515832,1.142857,1.17803,3.101613,14.57543,7.485291,2.902238,3.017964
Anger,5.814545,5.758462,5.468086,5.699871,2.388089,4.676675,1.142857,2.457807,1.227144,1.323987,3.384589,16.24671,7.453106,3.065296,3.151429
Anger,6.163512,5.708115,4.400612,5.280967,1.580048,3.820092,1.063015,2.418677,1.131371,1.16619,2.579762,11.82666,6.946564,3.620695,3.123924
Anger,6.275742,6.015475,4.371491,4.759865,1.227144,3.451342,1.227144,2.623424,1.199251,1.236159,2.22552,12.93783,6.612784,3.400059,3.100155
Anger,5.4831,5.176594,4.55654,4.548066,0.7765316,3.439994,0.9959704,2.487502,0.9808987,1.052667,1.77638,12.01436,6.64776,3.641515,3.243409
Anger,4.783054,5.828532,4.502037,4.023079,0.6760139,2.897918,1.134247,2.544547,1.180235,1.198463,1.675177,9.00757,5.941875,2.957468,3.690333
Anger,5.677953,5.195619,4.632572,4.495573,0.6438484,3.250785,0.9372184,2.391426,1.143324,1.157527,1.643245,12.79644,6.624166,3.49272,3.125941
Anger,6.043818,5.67471,4.198844,4.186669,0.7791625,2.779039,1.220994,2.642282,1.131371,1.280625,1.779066,9.720198,6.122604,3.765953,3.686845
Anger,6.182399,7.306047,5.138645,4.940977,0.8221083,4.169677,1.067187,2.684317,1.02305,1.12669,1.82133,12.89341,7.097972,2.839186,3.199482
Anger,6.537082,5.487667,4.355079,4.443345,0.9132153,3.040916,1.134295,2.634896,1.236694,1.339447,1.913211,8.818068,5.87676,3.898348,2.926535
Anger,6.030721,5.142078,4.794512,5.165046,0.9542043,3.502084,1.032031,2.480695,0.9610044,1.065502,1.949758,11.86338,7.299424,3.212524,2.808089
Anger,5.492826,5.890018,5.573831,5.103754,1.33038,3.526135,1.370008,2.812062,1.333613,1.295319,2.329115,10.85042,6.775686,3.22297,4.11992
Anger,5.582949,5.505935,5.156879,4.689112,1.049517,3.981392,1,2.53421,1.101371,1.046267,2.039826,12.26916,6.894785,3.52717,3.267085
Anger,5.308293,6.24299,4.98092,5.395997,1.051177,4.099589,1.040578,2.718186,1.06865,1.06865,2.050468,10.95202,6.572189,3.641186,3.170679
Anger,4.716288,6.206157,4.636448,4.411761,0.9528196,2.850586,1.205401,2.775041,1.149747,1.11343,1.952814,10.70673,6.438015,3.351453,4.241366
Anger,5.993723,5.669166,4.229059,4.103276,0.6373269,2.771356,1.11035,2.732353,1.125666,1.221945,1.634676,11.6621,6.729577,3.635361,3.527911
Anger,7.147916,6.170832,5.531694,5.530736,1.261523,4.326194,1.1094,2.543119,1.217876,1.138113,2.259438,12.41719,7.206272,3.248595,2.795761
Anger,5.951091,4.592307,6.340624,6.322439,1.729494,4.658231,1.096323,2.427804,1.099054,1.344221,2.728091,8.112674,6.515785,3.577709,3.055362
Anger,5.863307,5.776126,5.449039,4.625346,1.447019,3.700181,1.201684,2.584318,1.212678,1.290101,2.439891,10.04695,6.026085,3.217617,4.150181
Anger,6.457765,6.018937,6.841717,7.903721,2.069562,6.31321,1.075291,2.68561,1.079857,1.183801,3.061262,11.30954,8.394025,3.217658,2.952792
Anger,4.962229,5.505358,5.095315,4.678749,0.819836,3.721889,1.219341,2.334321,1.128013,1.248447,1.819746,10.18236,6.30492,2.740641,3.558097
Anger,6.626478,5.63397,4.385287,4.688483,1.141653,3.283257,1.033727,2.404118,1.132602,1.145197,2.141615,13.21574,6.950686,3.559489,2.965462
Anger,6.287723,5.755717,3.735705,3.95149,0.6180797,2.469695,1.215304,2.295866,1.112315,1.25051,1.616948,8.896466,5.800646,3.717032,3.431227
Anger,5.686601,5.992049,5.606958,5.789661,1.16487,4.659812,1.16619,2.6,1.143544,1.204159,2.164042,11.84771,6.966136,3.366561,3.513001
Anger,5.727216,6.202066,4.612897,4.566706,1.119819,2.917667,1.259163,2.879263,1.035838,1.166411,2.118306,11.46715,6.537946,3.538554,4.036245
